,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,filename-place,filename-power,filename-spreadfactor,filename-testcount,txInfo-frequency,txInfo-dataRate-modulation,txInfo-dataRate-bandwidth,txInfo-dataRate-spreadFactor,txInfo-dataRate-bitrate,txInfo-codeRate,rxInfo-mac,rxInfo-time,rxInfo-timeSinceGPSEpoch,rxInfo-timestamp,rxInfo-rssi,rxInfo-loRaSNR,rxInfo-board,rxInfo-antenna,,,,,,,,,,,,,,,,
122,2,1,10,2,923800000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:04:37.423679Z,,4203051524,-99,9.5,0,0,00800000a0000a1c,2021-10-18T08:33:27.264919Z,,1975243276.0,-97.0,-15.5,0.0,0.0,,,,,,,,
123,2,1,10,3,924400000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:04:44.941122Z,,4210573636,-97,9.5,0,0,00800000a00006d4,2021-10-18T08:32:39.240689Z,,2379280060.0,-106.0,-10.5,0.0,0.0,,,,,,,,
124,2,1,10,4,924400000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:04:59.435053Z,,4225066412,-95,7.8,0,0,00800000a00006d4,2021-10-18T08:32:53.718731Z,,2393772860.0,-108.0,-7.5,0.0,0.0,,,,,,,,
125,2,1,10,5,923600000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:05:20.918499Z,,4246550052,-95,8.5,0,0,00800000a0000a1c,2021-10-18T08:34:10.769695Z,,2018741908.0,-97.0,-16.8,0.0,0.0,,,,,,,,
126,2,1,7,1,923800000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T08:02:01.573326Z,,4047221036,-88,10,0,0,,,,,,,,,,,,,,,,
127,2,1,7,2,924200000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T08:02:09.370744Z,,4055017940,-89,12.2,0,0,,,,,,,,,,,,,,,,
128,2,1,7,3,923200000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T08:02:13.374677Z,,4059028012,-89,5.2,0,0,,,,,,,,,,,,,,,,
129,2,1,7,4,923800000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T08:02:22.166301Z,,4067811700,-93,8.2,0,0,00800000a00006d4,2021-10-18T08:30:16.434554Z,,2236517908.0,-109.0,-10.8,0.0,0.0,,,,,,,,
130,2,1,7,5,924000000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T08:02:58.097593Z,,4103754892,-87,11.2,0,0,00800000a00006d4,2021-10-18T08:30:52.377604Z,,2272461156.0,-109.0,-12.5,0.0,0.0,,,,,,,,
131,2,1,8,1,924000000,LORA,125,10,0,4/5,00800000a00006d4,2021-10-18T08:30:56.705356Z,,2276778764,-109,-12.5,0,0,,,,,,,,,,,,,,,,
132,2,1,8,2,924600000,LORA,125,10,0,4/5,00800000a00006d4,2021-10-18T08:31:01.191501Z,,2281255076,-111,-15,0,0,,,,,,,,,,,,,,,,
133,2,1,8,3,923800000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T08:03:13.129244Z,,4118776404,-87,8,0,0,00800000a00006d4,2021-10-18T08:31:07.405856Z,,2287482684.0,-109.0,-8.8,0.0,0.0,,,,,,,,
134,2,1,8,4,924600000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T08:03:20.225929Z,,4125870956,-84,7.2,0,0,,,,,,,,,,,,,,,,
135,2,1,8,5,924600000,LORA,125,10,0,4/5,00800000a0000a1c,2021-10-18T08:32:19.673607Z,,1907661796,-97,-13,0,0,,,,,,,,,,,,,,,,
136,2,1,9,1,924200000,LORA,125,11,0,4/5,00800000a00006d4,2021-10-18T08:31:29.274063Z,,2309348876,-109,-7.8,0,0,,,,,,,,,,,,,,,,
137,2,1,9,2,924000000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T08:03:39.99951Z,,4145644788,-85,9.5,0,0,00800000a00006d4,2021-10-18T08:31:34.277601Z,,2314351116.0,-107.0,-13.8,0.0,0.0,,,,,,,,
138,2,1,9,3,923600000,LORA,125,11,0,4/5,00800000a00006d4,2021-10-18T08:31:45.455978Z,,2325517140,-106,-12.2,0,0,,,,,,,,,,,,,,,,
139,2,1,9,4,923200000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T08:03:56.329172Z,,4161974316,-83,7.2,0,0,00800000a00006d4,2021-10-18T08:31:50.615741Z,,2330680660.0,-111.0,-12.5,0.0,0.0,,,,,,,,
140,2,1,9,5,924200000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T08:04:07.268989Z,,4172912804,-81,9.5,0,0,,,,,,,,,,,,,,,,
141,2,2,10,1,923600000,LORA,125,12,0,4/5,00800000a00006d4,2021-10-18T08:35:13.465932Z,,2533518964,-107,-12.2,0,0,,,,,,,,,,,,,,,,
142,2,2,10,2,924000000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:07:30.03606Z,,80699996,-85,8.8,0,0,,,,,,,,,,,,,,,,
143,2,2,10,3,924200000,LORA,125,12,0,4/5,00800000a00006d4,2021-10-18T08:35:35.21487Z,,2555278852,-106,-10.2,0,0,,,,,,,,,,,,,,,,
144,2,2,10,4,924600000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:07:53.076189Z,,103736188,-86,6.5,0,0,,,,,,,,,,,,,,,,
145,2,2,10,5,923800000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:08:00.540694Z,,111199884,-93,9,0,0,,,,,,,,,,,,,,,,
146,2,2,7,1,923400000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T08:05:25.052434Z,,4250702804,-83,10.5,0,0,,,,,,,,,,,,,,,,
147,2,2,7,2,924000000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T08:05:53.830191Z,,4279484020,-106,3.2,0,0,00800000a00006d4,2021-10-18T08:33:48.111117Z,,2448190540.0,-109.0,-11.5,0.0,0.0,,,,,,,,
148,2,2,7,3,924600000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T08:05:57.815927Z,,4283471188,-89,7.5,0,0,00800000a00006d4,2021-10-18T08:33:52.099857Z,,2452177716.0,-109.0,-9.5,0.0,0.0,,,,,,,,
149,2,2,7,4,924000000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T08:06:00.907938Z,,4286557564,-87,3.8,0,0,,,,,,,,,,,,,,,,
150,2,2,7,5,924000000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T08:06:11.116436Z,,1807844,-93,10.2,0,0,00800000a00006d4,2021-10-18T08:34:05.393164Z,,2465481692.0,-109.0,-10.5,0.0,0.0,,,,,,,,
151,2,2,8,1,923800000,LORA,125,10,0,4/5,00800000a00006d4,2021-10-18T08:34:09.787109Z,,2469868116,-106,-11,0,0,,,,,,,,,,,,,,,,
152,2,2,8,2,924200000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T08:06:24.322805Z,,15009828,-83,10,0,0,,,,,,,,,,,,,,,,
153,2,2,8,3,923400000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T08:06:30.615023Z,,21295732,-84,11.8,0,0,,,,,,,,,,,,,,,,
154,2,2,8,4,923200000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T08:06:34.359437Z,,25037532,-84,8.5,0,0,,,,,,,,,,,,,,,,
155,2,2,8,5,924000000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T08:06:40.591199Z,,31278740,-84,8,0,0,,,,,,,,,,,,,,,,
156,2,2,9,1,924600000,LORA,125,11,0,4/5,00800000a00006d4,2021-10-18T08:34:42.887341Z,,2502963524,-109,-8,0,0,,,,,,,,,,,,,,,,
157,2,2,9,2,924200000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T08:06:54.107829Z,,44775732,-87,11.2,0,0,,,,,,,,,,,,,,,,
158,2,2,9,3,923400000,LORA,125,11,0,4/5,00800000a0000a1c,2021-10-18T08:35:49.414747Z,,2117395516,-96,-14.5,0,0,,,,,,,,,,,,,,,,
159,2,2,9,4,924400000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T08:07:04.587057Z,,55256636,-83,9.5,0,0,00800000a00006d4,2021-10-18T08:34:58.86461Z,,2518930564.0,-109.0,-13.0,0.0,0.0,,,,,,,,
160,2,2,9,5,923600000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T08:07:12.397689Z,,63073908,-83,9.5,0,0,00800000a00006d4,2021-10-18T08:35:06.670244Z,,2526747852.0,-108.0,-11.0,0.0,0.0,,,,,,,,
161,3,1,10,1,924600000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:57:55.222033Z,,3800844732,-95,4,0,0,00800000a00006d4,2021-10-18T08:25:49.515734Z,,1969550532.0,-108.0,-9.0,0.0,0.0,00800000a0000a1c,2021-10-18T08:26:45.067104Z,,1573035556.0,-102.0,-14.0,0.0,0.0
162,3,1,10,2,924400000,LORA,125,12,0,4/5,00800000a00006d4,2021-10-18T08:26:04.027723Z,,1984079772,-109,-13,0,0,,,,,,,,,,,,,,,,
163,3,1,10,3,923600000,LORA,125,12,0,4/5,00800000a00006d4,2021-10-18T08:26:11.535488Z,,1991571012,-106,-12,0,0,00800000a0000a1c,2021-10-18T08:27:07.082218Z,,1595056060.0,-97.0,-16.0,0.0,0.0,,,,,,,,
164,3,1,10,4,924400000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:58:24.700015Z,,3830326260,-87,8.8,0,0,00800000a00006d4,2021-10-18T08:26:18.97797Z,,1999032108.0,-107.0,-12.5,0.0,0.0,00800000a0000a1c,2021-10-18T08:27:14.545038Z,,1602517156.0,-94.0,-17.2,0.0,0.0
165,3,1,10,5,923800000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:58:32.059216Z,,3837691868,-94,5.8,0,0,00800000a00006d4,2021-10-18T08:26:26.345592Z,,2006397732.0,-108.0,-16.2,0.0,0.0,,,,,,,,
166,3,1,7,1,924200000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:56:02.749862Z,,3688393324,-91,9.8,0,0,,,,,,,,,,,,,,,,
167,3,1,7,2,923400000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:56:06.762468Z,,3692412876,-97,8,0,0,00800000a0000a1c,2021-10-18T08:24:56.616969Z,,1464603460.0,-97.0,-11.2,0.0,0.0,,,,,,,,
168,3,1,7,3,923200000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:56:13.62829Z,,3699271724,-107,-0.2,0,0,00800000a00006d4,2021-10-18T08:24:07.907713Z,,1867977380.0,-109.0,-8.5,0.0,0.0,,,,,,,,
169,3,1,7,4,924000000,LORA,125,9,0,4/5,00800000a00006d4,2021-10-18T08:24:30.30735Z,,1890379500,-109,-7.8,0,0,,,,,,,,,,,,,,,,
170,3,1,7,5,923800000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:56:39.132158Z,,3724788508,-91,10.2,0,0,00800000a0000a1c,2021-10-18T08:25:28.988361Z,,1496979172.0,-99.0,-10.0,0.0,0.0,,,,,,,,
171,3,1,8,1,924000000,LORA,125,10,0,4/5,00800000a00006d4,2021-10-18T08:24:43.863847Z,,1903935740,-111,-12,0,0,,,,,,,,,,,,,,,,
172,3,1,8,2,923800000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:56:54.0537Z,,3739706372,-89,7,0,0,00800000a00006d4,2021-10-18T08:24:48.340345Z,,1908412084.0,-109.0,-8.8,0.0,0.0,,,,,,,,
173,3,1,8,3,924000000,LORA,125,10,0,4/5,00800000a0000a1c,2021-10-18T08:25:50.922176Z,,1518903508,-97,-10.8,0,0,00800000a00006d4,2021-10-18T08:24:55.342914Z,,1915418524.0,-109.0,-14.2,0.0,0.0,,,,,,,,
174,3,1,8,4,924000000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:57:05.53895Z,,3751183468,-93,9,0,0,00800000a00006d4,2021-10-18T08:24:59.814712Z,,1919889196.0,-108.0,-6.8,0.0,0.0,,,,,,,,
175,3,1,8,5,923400000,LORA,125,10,0,4/5,00800000a00006d4,2021-10-18T08:25:13.817117Z,,1933890924,-107,-9.5,0,0,,,,,,,,,,,,,,,,
176,3,1,9,1,924600000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:57:24.237169Z,,3769876972,-103,7.2,0,0,,,,,,,,,,,,,,,,
177,3,1,9,2,923800000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:57:32.535039Z,,3778169836,-95,10,0,0,,,,,,,,,,,,,,,,
178,3,1,9,3,924600000,LORA,125,11,0,4/5,00800000a0000a1c,2021-10-18T08:26:27.847721Z,,1555836460,-97,-12,0,0,00800000a00006d4,2021-10-18T08:25:32.290321Z,,1952351452.0,-108.0,-12.8,0.0,0.0,,,,,,,,
179,3,1,9,4,924400000,LORA,125,11,0,4/5,00800000a00006d4,2021-10-18T08:25:37.767956Z,,1957808516,-109,-10.2,0,0,,,,,,,,,,,,,,,,
180,3,1,9,5,924000000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:57:48.448159Z,,3794084892,-93,8,0,0,00800000a00006d4,2021-10-18T08:25:42.719715Z,,1962790692.0,-108.0,-11.0,0.0,0.0,,,,,,,,
181,3,2,10,1,924600000,LORA,125,12,0,4/5,00800000a00006d4,2021-10-18T08:28:27.932959Z,,2127972252,-107,-11.2,0,0,,,,,,,,,,,,,,,,
182,3,2,10,2,923600000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:00:41.01422Z,,3966636716,-94,4.2,0,0,00800000a00006d4,2021-10-18T08:28:35.308715Z,,2135342772.0,-106.0,-9.5,0.0,0.0,,,,,,,,
183,3,2,10,3,924600000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:00:48.37442Z,,3974003108,-93,5.5,0,0,00800000a00006d4,2021-10-18T08:28:42.660979Z,,2142709172.0,-108.0,-10.2,0.0,0.0,,,,,,,,
184,3,2,10,4,923800000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:00:55.798042Z,,3981426260,-95,12.5,0,0,00800000a0000a1c,2021-10-18T08:29:45.647351Z,,1753617508.0,-99.0,-14.5,0.0,0.0,,,,,,,,
185,3,2,10,5,924600000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T08:01:03.158812Z,,3988789052,-102,2.2,0,0,00800000a00006d4,2021-10-18T08:28:57.438221Z,,2157495140.0,-107.0,-11.8,0.0,0.0,,,,,,,,
186,3,2,7,1,923600000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:58:50.309877Z,,3855966388,-96,1.8,0,0,,,,,,,,,,,,,,,,
187,3,2,7,2,924200000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:58:55.770416Z,,3861424940,-95,9.2,0,0,,,,,,,,,,,,,,,,
188,3,2,7,3,924000000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:58:58.839162Z,,3864492700,-95,8.8,0,0,,,,,,,,,,,,,,,,
189,3,2,7,4,924200000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:59:06.683037Z,,3872334044,-96,7.2,0,0,,,,,,,,,,,,,,,,
190,3,2,7,5,923800000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:59:09.753665Z,,3875401764,-102,5.2,0,0,,,,,,,,,,,,,,,,
191,3,2,8,1,924000000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:59:20.4403Z,,3886084484,-93,9.2,0,0,,,,,,,,,,,,,,,,
192,3,2,8,2,923600000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:59:29.992798Z,,3895641892,-86,6.5,0,0,,,,,,,,,,,,,,,,
193,3,2,8,3,923400000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:59:34.537671Z,,3900188652,-88,4.2,0,0,,,,,,,,,,,,,,,,
194,3,2,8,4,923600000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:59:45.984971Z,,3911641372,-102,3.8,0,0,00800000a00006d4,2021-10-18T08:27:40.279978Z,,2080347340.0,-109.0,-12.8,0.0,0.0,,,,,,,,
195,3,2,8,5,923800000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:59:53.086788Z,,3918740292,-91,8,0,0,00800000a00006d4,2021-10-18T08:27:47.367725Z,,2087446276.0,-107.0,-12.5,0.0,0.0,,,,,,,,
196,3,2,9,1,923400000,LORA,125,11,0,4/5,00800000a00006d4,2021-10-18T08:27:52.615594Z,,2092668500,-108,-12,0,0,,,,,,,,,,,,,,,,
197,3,2,9,2,923200000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T08:00:03.366296Z,,3929004732,-96,6.8,0,0,00800000a00006d4,2021-10-18T08:27:57.647207Z,,2097710724.0,-111.0,-10.8,0.0,0.0,,,,,,,,
198,3,2,9,3,924000000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T08:00:11.188846Z,,3936834100,-93,8.2,0,0,00800000a00006d4,2021-10-18T08:28:05.467855Z,,2105540108.0,-109.0,-11.8,0.0,0.0,,,,,,,,
199,3,2,9,4,923200000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T08:00:19.040167Z,,3944685092,-82,-1.5,0,0,00800000a00006d4,2021-10-18T08:28:13.325296Z,,2113391108.0,-109.0,-11.0,0.0,0.0,,,,,,,,
200,3,2,9,5,923800000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T08:00:26.871541Z,,3952510868,-98,3.5,0,0,00800000a00006d4,2021-10-18T08:28:21.155973Z,,2121216900.0,-108.0,-15.0,0.0,0.0,,,,,,,,
201,4,1,10,1,924000000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:50:39.608023Z,,3365227588,-83,8.2,0,0,00800000a00006d4,2021-10-18T08:18:33.899956Z,,1533932756.0,-107.0,-13.2,0.0,0.0,00800000a0000a1c,2021-10-18T08:19:29.463603Z,,1137417436.0,-96.0,-17.0,0.0,0.0
202,4,1,10,2,924000000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:51:08.479447Z,,3394105380,-87,8.2,0,0,,,,,,,,,,,,,,,,
203,4,1,10,3,924000000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:51:22.867902Z,,3408490772,-87,7.5,0,0,,,,,,,,,,,,,,,,
204,4,1,10,4,924600000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:51:46.943655Z,,3432565860,-90,7,0,0,,,,,,,,,,,,,,,,
205,4,1,10,5,923800000,LORA,125,12,0,4/5,00800000a00006d4,2021-10-18T08:19:48.691836Z,,1608733364,-108,-17.2,0,0,,,,,,,,,,,,,,,,
206,4,1,7,1,924000000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:48:28.968437Z,,3234620516,-96,8.8,0,0,,,,,,,,,,,,,,,,
207,4,1,7,2,923800000,LORA,125,9,0,4/5,00800000a0000a1c,2021-10-18T08:17:22.812315Z,,1010800564,-97,-10.2,0,0,,,,,,,,,,,,,,,,
208,4,1,7,3,923400000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:48:36.031145Z,,3241674628,-90,-5.5,0,0,,,,,,,,,,,,,,,,
209,4,1,7,4,923800000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:48:54.611389Z,,3260264092,-91,11.2,0,0,,,,,,,,,,,,,,,,
210,4,1,7,5,924400000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:49:09.279848Z,,3274929540,-97,5,0,0,,,,,,,,,,,,,,,,
211,4,1,8,1,923200000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:49:17.581393Z,,3283227652,-88,9,0,0,00800000a00006d4,2021-10-18T08:17:11.862585Z,,1451932700.0,-109.0,-13.8,0.0,0.0,,,,,,,,
212,4,1,8,2,923200000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:49:24.70409Z,,3290348172,-83,7,0,0,00800000a00006d4,2021-10-18T08:17:18.993196Z,,1459053228.0,-109.0,-12.2,0.0,0.0,,,,,,,,
213,4,1,8,3,924200000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:49:28.411893Z,,3294059412,-88,10,0,0,00800000a00006d4,2021-10-18T08:17:22.697031Z,,1462764484.0,-106.0,-12.0,0.0,0.0,,,,,,,,
214,4,1,8,4,923800000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:49:32.117771Z,,3297765804,-92,9.2,0,0,00800000a00006d4,2021-10-18T08:17:26.403767Z,,1466470876.0,-109.0,-14.0,0.0,0.0,,,,,,,,
215,4,1,8,5,924400000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:49:37.765519Z,,3303417204,-89,10,0,0,,,,,,,,,,,,,,,,
216,4,1,9,1,923800000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:49:44.969134Z,,3310603436,-86,11.2,0,0,,,,,,,,,,,,,,,,
217,4,1,9,2,924200000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:50:07.585664Z,,3333221380,-88,9.2,0,0,,,,,,,,,,,,,,,,
218,4,1,9,3,924600000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:50:15.916495Z,,3341558676,-87,8.2,0,0,,,,,,,,,,,,,,,,
219,4,1,9,4,924200000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:50:21.60845Z,,3347244700,-90,11.2,0,0,,,,,,,,,,,,,,,,
220,4,1,9,5,924400000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:50:29.923463Z,,3355568276,-88,8.5,0,0,,,,,,,,,,,,,,,,
221,4,2,10,1,923800000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:54:13.837654Z,,3579468404,-90,7.5,0,0,00800000a00006d4,2021-10-18T08:22:08.133214Z,,1748173892.0,-111.0,-16.2,0.0,0.0,,,,,,,,
222,4,2,10,2,923600000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:54:28.286845Z,,3593907332,-119,5,0,0,,,,,,,,,,,,,,,,
223,4,2,10,3,923800000,LORA,125,12,0,4/5,00800000a0000a1c,2021-10-18T08:23:32.538212Z,,1380509940,-97,-12.5,0,0,,,,,,,,,,,,,,,,
224,4,2,10,4,923600000,LORA,125,12,0,4/5,00800000a00006d4,2021-10-18T08:22:51.427087Z,,1791479436,-108,-14,0,0,,,,,,,,,,,,,,,,
225,4,2,10,5,924600000,LORA,125,12,0,4/5,00800000a0000a1c,2021-10-18T08:23:54.498336Z,,1402470588,-99,-17.5,0,0,00800000a0000ed1,2021-10-18T08:14:39.59036Z,,424893556.0,-99.0,-18.8,0.0,0.0,,,,,,,,
226,4,2,7,1,924400000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:51:58.516408Z,,3444167036,-101,8,0,0,,,,,,,,,,,,,,,,
227,4,2,7,2,924600000,LORA,125,9,0,4/5,00800000a00006d4,2021-10-18T08:20:06.078074Z,,1626147356,-109,-12.5,0,0,,,,,,,,,,,,,,,,
228,4,2,7,3,923400000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:52:19.63853Z,,3465286356,-93,11,0,0,00800000a00006d4,2021-10-18T08:20:13.914958Z,,1633991668.0,-109.0,-12.8,0.0,0.0,,,,,,,,
229,4,2,7,4,924200000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:52:25.083152Z,,3470728916,-95,9.5,0,0,,,,,,,,,,,,,,,,
230,4,2,7,5,924000000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:52:33.827778Z,,3479474180,-96,9.5,0,0,,,,,,,,,,,,,,,,
231,4,2,8,1,923600000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:52:37.408898Z,,3483053172,-93,6.2,0,0,,,,,,,,,,,,,,,,
232,4,2,8,2,923200000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:53:01.417654Z,,3507067444,-90,11.8,0,0,,,,,,,,,,,,,,,,
233,4,2,8,3,923200000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:53:07.016328Z,,3512667860,-88,-0.5,0,0,,,,,,,,,,,,,,,,
234,4,2,8,4,923800000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:53:13.30816Z,,3518958452,-96,8,0,0,,,,,,,,,,,,,,,,
235,4,2,8,5,924200000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:53:20.327778Z,,3525977092,-87,10,0,0,00800000a00006d4,2021-10-18T08:21:14.648459Z,,1694682500.0,-108.0,-13.5,0.0,0.0,,,,,,,,
236,4,2,9,1,924200000,LORA,125,11,0,4/5,00800000a00006d4,2021-10-18T08:21:26.886079Z,,1706942860,-109,-11.8,0,0,,,,,,,,,,,,,,,,
237,4,2,9,2,923600000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:53:37.551947Z,,3543188196,-93,6.8,0,0,,,,,,,,,,,,,,,,
238,4,2,9,3,923600000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:53:56.649276Z,,3562285356,-81,10,0,0,,,,,,,,,,,,,,,,
239,4,2,9,4,923400000,LORA,125,11,0,4/5,00800000a00006d4,2021-10-18T08:21:56.388714Z,,1736451004,-106,-12.2,0,0,,,,,,,,,,,,,,,,
240,4,2,9,5,923200000,LORA,125,11,0,4/5,00800000a000151a,2021-10-18T07:54:07.072778Z,,3572709548,-83,8.5,0,0,,,,,,,,,,,,,,,,
241,6,1,10,1,924200000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:34:24.52124Z,,2390147692,-97,8.5,0,0,,,,,,,,,,,,,,,,
242,6,1,10,2,923600000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:34:31.993082Z,,2397615356,-87,7.2,0,0,,,,,,,,,,,,,,,,
243,6,1,10,3,924200000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:34:39.471369Z,,2405092812,-83,10,0,0,,,,,,,,,,,,,,,,
244,6,1,10,4,923400000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:34:46.828236Z,,2412451020,-83,8,0,0,,,,,,,,,,,,,,,,
245,6,1,10,5,924000000,LORA,125,12,0,4/5,00800000a000151a,2021-10-18T07:34:57.703136Z,,2423324444,-86,8.8,0,0,,,,,,,,,,,,,,,,
246,6,1,7,1,923600000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:32:26.390514Z,,2272035524,-93,8.5,0,0,,,,,,,,,,,,,,,,
247,6,1,7,2,923800000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:32:34.240988Z,,2279889436,-89,10.2,0,0,,,,,,,,,,,,,,,,
248,6,1,7,3,923800000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:32:42.991612Z,,2288634980,-91,9.5,0,0,,,,,,,,,,,,,,,,
249,6,1,7,4,923400000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:32:46.094485Z,,2291731660,-89,10.5,0,0,,,,,,,,,,,,,,,,
250,6,1,7,5,923600000,LORA,125,9,0,4/5,00800000a000151a,2021-10-18T07:32:57.213974Z,,2302853348,-89,8.5,0,0,,,,,,,,,,,,,,,,
251,6,1,8,1,923800000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:33:03.898777Z,,2309542964,-89,9.8,0,0,,,,,,,,,,,,,,,,
252,6,1,8,2,923400000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:33:28.885545Z,,2334515516,-88,8.2,0,0,,,,,,,,,,,,,,,,
253,6,1,8,3,923200000,LORA,125,10,0,4/5,00800000a000151a,2021-10-18T07:33:32.596476Z,,2338235412,-90,8,0,0,,,,,,,,,,,,,,,,
